FULLADDRESS,NOTIFICATION,STATUS,AddressType,CompleteStreetAddress,Add_Number,AddNum_Suf,St_PreDir,AbbreviatedPreDirectional,StreetNamePreModifier,StreetNamePreType,StreetNameSeparator,St_Name,St_PosTyp,AbbreviatedPostType,SubaddressType,SubaddressIdentifier,Floor,Building,Post_Code,NOTES,GlobalID,created_user,created_date,last_edited_user,last_edited_date,CompleteAddressNumber,CompleteStreetName,CompleteSubaddress,PlaceStateZip,Post_Comm,StateName,Inc_Muni,Uninc_Comm,x,y,longitude,latitude
4995 UPPER RIVER RD,,Other,,4995 UPPER RIVER ROAD ,4995,,,,UPPER,,,RIVER,ROAD,RD,,,,,97526,,{E80D3E1C-3C76-4B68-BB88-B0049DDB5DF9},,,GPGIS,7/1/2024 18:54:44,4995,UPPER RIVER ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13738046.842100000008941,5227820.207099996507168,-123.410974519999996,42.444649159999997
333 HUNT LN,,Other,,333 HUNT LANE ,333,,,,,,,HUNT,LANE,LN,,,,,97526,,{02637E02-A342-4368-8359-538886AEDE08},,,GPGIS,7/1/2024 18:54:44,333,HUNT LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13738324.982000000774860,5227937.657700002193451,-123.413473100000004,42.445427729999999
201 HUNT LN,,Other,,201 HUNT LANE ,201,,,,,,,HUNT,LANE,LN,,,,,97526,,{46D58B28-CEA4-4C51-89C7-96BB109FDC58},,,GPGIS,7/1/2024 18:54:44,201,HUNT LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13738408.960699999704957,5227871.485799998044968,-123.414227490000002,42.444989079999999
357 HUNT LN,,Other,,357 HUNT LANE ,357,,,,,,,HUNT,LANE,LN,,,,,97526,,{AAFA85D0-5432-4A44-A6AA-7B578609571A},,,GPGIS,7/1/2024 18:54:44,357,HUNT LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13738331.758099999278784,5227700.895400002598763,-123.413533970000003,42.443858239999997
2087 DOWELL RD,,Other,,2087 DOWELL ROAD ,2087,,,,,,,DOWELL,ROAD,RD,,,,,97527,,{E76D7F93-CC38-4287-83E2-0091B3D5EACD},,,GPGIS,7/1/2024 18:54:44,2087,DOWELL ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13732816.401599999517202,5223156.508699998259544,-123.363988680000006,42.413726179999998
2099 DOWELL RD,,Other,,2099 DOWELL ROAD ,2099,,,,,,,DOWELL,ROAD,RD,,,,,97527,,{0920AFE7-D5FB-4DB3-8A92-27F6E2FFA34B},,,GPGIS,7/1/2024 18:54:44,2099,DOWELL ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13732759.114500001072884,5223097.323100000619888,-123.363474060000001,42.413333649999998
2095 DOWELL RD,,Other,,2095 DOWELL ROAD ,2095,,,,,,,DOWELL,ROAD,RD,,,,,97527,,{C934B419-5A29-4384-BAD0-ADB9B091BA79},,,GPGIS,7/1/2024 18:54:44,2095,DOWELL ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13732805.480799999088049,5222958.808799996972084,-123.363890569999995,42.412414980000001
2111 DOWELL RD,,Other,,2111 DOWELL ROAD ,2111,,,,,,,DOWELL,ROAD,RD,,,,,97527,,{FF273534-7C61-42CC-9983-C59DA7E97C29},,,GPGIS,7/1/2024 18:54:44,2111,DOWELL ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733036.436499999836087,5223112.226199999451637,-123.365965279999998,42.413432489999998
2097 DOWELL RD,,Other,,2097 DOWELL ROAD ,2097,,,,,,,DOWELL,ROAD,RD,,,,,97527,,{1D616F6E-7458-4F0C-8FC9-A347F5D25191},,,GPGIS,7/1/2024 18:54:44,2097,DOWELL ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13732961.608500000089407,5223115.365900002419949,-123.365293089999994,42.413453310000001
371 BUSHNELL WAY,,Other,,371 BUSHNELL WAY ,371,,,,,,,BUSHNELL,WAY,WAY,,,,,97527,,{FEFD82E5-7F7F-45DB-8A3E-79D885A7F0E1},,,GPGIS,7/1/2024 18:54:44,371,BUSHNELL WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13732667.817800000309944,5222981.922600001096725,-123.362653920000000,42.412568280000002
377 BUSHNELL WAY,,Other,,377 BUSHNELL WAY ,377,,,,,,,BUSHNELL,WAY,WAY,,,,,97527,,{6350411F-801B-47E0-B2BD-2E8A492661C0},,,GPGIS,7/1/2024 18:54:44,377,BUSHNELL WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13732467.517799999564886,5223005.382600001990795,-123.360854599999996,42.412723870000001
2080 ALLEN CREEK RD,,Other,,2080 ALLEN CREEK ROAD ,2080,,,,,,,ALLEN CREEK,ROAD,RD,,,,,97527,,{67263B9A-2C07-4330-BA5A-F667E378DD79},,,GPGIS,7/1/2024 18:54:44,2080,ALLEN CREEK ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731865.682099999859929,5223147.308399997651577,-123.355448220000000,42.413665160000001
2245 HARBECK RD,,Other,,2245 HARBECK ROAD ,2245,,,,,,,HARBECK,ROAD,RD,,,,,97527,,{174C5799-3ED9-446D-87FB-1A15FB8CDFDD},,,GPGIS,7/1/2024 18:54:44,2245,HARBECK ROAD,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13729095.768100000917912,5223160.539300002157688,-123.330565660000005,42.413752909999999
1061 NW STARLITE PL,,Other,,1061 NORTHWEST STARLITE PLACE ,1061,,NORTHWEST,NW,,,,STARLITE,PLACE,PL,,,,,97526,,{6ADAEF1F-B051-4742-A48E-1B3E02E8D91F},,,GPGIS,7/1/2024 18:54:44,1061,NORTHWEST STARLITE PLACE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729931.575100000947714,5229419.982400000095367,-123.338073840000007,42.455253069999998
1067 NW STARLITE PL,,Other,,1067 NORTHWEST STARLITE PLACE ,1067,,NORTHWEST,NW,,,,STARLITE,PLACE,PL,,,,,97526,,{7DFDE2F9-0EC0-41E3-86EC-B2E30053327F},,,GPGIS,7/1/2024 18:54:44,1067,NORTHWEST STARLITE PLACE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729982.040899999439716,5229462.038699999451637,-123.338527180000000,42.455531809999997
1079 NW STARLITE PL,,Other,,1079 NORTHWEST STARLITE PLACE ,1079,,NORTHWEST,NW,,,,STARLITE,PLACE,PL,,,,,97526,,{D19DFC29-9A29-463B-AE5A-A82D11F04346},,,GPGIS,7/1/2024 18:54:44,1079,NORTHWEST STARLITE PLACE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730021.640599999576807,5229515.465899996459484,-123.338882909999995,42.455885909999999
551 NW VALLEY VIEW DR,,Other,,551 NORTHWEST VALLEY VIEW DRIVE ,551,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{2EF72D32-FA99-4973-972A-D9E9B1B36A5C},,,GPGIS,7/1/2024 18:54:44,551,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729988.650899998843670,5229638.044399999082088,-123.338586559999996,42.456698320000001
405 NW VALLEY VIEW DR,,Other,,405 NORTHWEST VALLEY VIEW DRIVE ,405,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{0EEF54B2-D583-436F-9044-258E67F4C269},,,GPGIS,7/1/2024 18:54:44,405,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729637.040100000798702,5229840.221400000154972,-123.335427989999999,42.458038270000003
395 NW VALLEY VIEW DR,,Other,,395 NORTHWEST VALLEY VIEW DRIVE ,395,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{8C97F014-7AC4-4DE1-857A-DCD0E9FCD9C2},,,GPGIS,7/1/2024 18:54:44,395,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729600.501800000667572,5229900.799999997019768,-123.335099760000006,42.458439749999997
508 NW VALLEY VIEW DR,,Other,,508 NORTHWEST VALLEY VIEW DRIVE ,508,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{3CF273F3-04AF-4C0A-8E70-16B08F06E7FE},,,GPGIS,7/1/2024 18:54:44,508,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729767.784900000318885,5229955.123099997639656,-123.336602490000004,42.458799780000000
506 NW VALLEY VIEW DR,,Other,,506 NORTHWEST VALLEY VIEW DRIVE ,506,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{BCB09A93-BF9F-4328-83BB-88D57A80F47F},,,GPGIS,7/1/2024 18:54:44,506,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729706.505699999630451,5229956.949299998581409,-123.336052010000003,42.458811879999999
507 NW VALLEY VIEW DR,,Other,,507 NORTHWEST VALLEY VIEW DRIVE ,507,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{CB90CE5D-9FDE-408F-90E7-F222F25BED00},,,GPGIS,7/1/2024 18:54:44,507,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729749.702399998903275,5229859.098399996757507,-123.336440049999993,42.458163380000002
505 NW VALLEY VIEW DR,,Other,,505 NORTHWEST VALLEY VIEW DRIVE ,505,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{FA3D18CE-A123-47D4-90CE-E4208598B3B8},,,GPGIS,7/1/2024 18:54:44,505,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729728.722100000828505,5229901.397699996829033,-123.336251579999995,42.458443719999998
503 NW VALLEY VIEW DR,,Other,,503 NORTHWEST VALLEY VIEW DRIVE ,503,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{D11F1E71-5939-4948-9ED0-DDA847EF86FB},,,GPGIS,7/1/2024 18:54:44,503,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729711.058800000697374,5229863.742499999701977,-123.336092910000005,42.458194159999998
501 NW VALLEY VIEW DR,,Other,,501 NORTHWEST VALLEY VIEW DRIVE ,501,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{E4B262B3-1664-4C94-A084-9497A1D5B8AB},,,GPGIS,7/1/2024 18:54:44,501,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729674.169399999082088,5229907.972800001502037,-123.335761520000005,42.458487290000001
791 NW 4TH ST,,Other,,791 NORTHWEST 4TH STREET ,791,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{8DFD77F0-164E-4D26-B90E-17248A4981B1},,,GPGIS,7/1/2024 18:54:44,791,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728457.391599999740720,5228227.121699996292591,-123.324831020000005,42.447346510000003
785 NW 4TH ST,,Other,,785 NORTHWEST 4TH STREET ,785,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{722F76BD-1BFD-45F4-B029-FC0A817818C3},,,GPGIS,7/1/2024 18:54:44,785,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728472.844700001180172,5228198.694399997591972,-123.324969839999994,42.447158080000001
772 NW 4TH ST,,Other,,772 NORTHWEST 4TH STREET ,772,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{57FB193E-EAC9-4C7C-8ECE-588298FDB611},,,GPGIS,7/1/2024 18:54:44,772,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728555.677899999544024,5228166.572200000286102,-123.325713940000000,42.446945149999998
781 NW 4TH ST,,Other,,781 NORTHWEST 4TH STREET ,781,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{DFF3F79C-E3B9-46B6-B9CD-B8EA3FB549B8},,,GPGIS,7/1/2024 18:54:44,781,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728480.173399999737740,5228186.903099998831749,-123.325035670000005,42.447079909999999
777 NW 4TH ST,,Other,,777 NORTHWEST 4TH STREET ,777,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{C3FB20C6-E96E-480A-911F-23CF5405984E},,,GPGIS,7/1/2024 18:54:44,777,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728492.828800000250340,5228167.100400000810623,-123.325149359999998,42.446948650000003
773 NW 4TH ST,,Other,,773 NORTHWEST 4TH STREET ,773,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{80BDF950-2094-4972-B987-581231EB9D73},,,GPGIS,7/1/2024 18:54:44,773,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728502.295600000768900,5228145.244199998676777,-123.325234399999999,42.446803770000002
767 NW 4TH ST,,Other,,767 NORTHWEST 4TH STREET ,767,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{B6D8F3AF-54F3-4561-920D-A20DBCB8E1A4},,,GPGIS,7/1/2024 18:54:44,767,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728512.566100001335144,5228120.584100000560284,-123.325326660000002,42.446640309999999
764 NW 4TH ST,,Other,,764 NORTHWEST 4TH STREET ,764,,NORTHWEST,NW,,,,4TH,STREET,ST,,,,,97526,,{41ED7B10-A0AA-4A86-A0CF-DD6C0F45646A},,,GPGIS,7/1/2024 18:54:44,764,NORTHWEST 4TH STREET,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728571.418999999761581,5228136.320500001311302,-123.325855349999998,42.446744619999997
2144 NW HEIDI LN,,Current,,2144 NORTHWEST HEIDI LANE ,2144,,NORTHWEST,NW,,,,HEIDI,LANE,LN,,,,,97526,,{B3A445F0-6A2A-492A-8C61-E104F0EC71FF},,,GPGIS,7/1/2024 18:54:44,2144,NORTHWEST HEIDI LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729141.524900000542402,5230948.956399999558926,-123.330976699999994,42.465386000000002
2149 NW HEIDI LN #A,,Current,,"2149 NORTHWEST HEIDI LANE Floor 1, #A",2149,,NORTHWEST,NW,,,,HEIDI,LANE,LN,,A,1,,97526,,{3763A969-C313-47E8-8A1D-65C790E96F3E},,,GPGIS,7/1/2024 18:54:44,2149,NORTHWEST HEIDI LANE,#A,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729103.571800000965595,5230981.013999998569489,-123.330635760000007,42.465598440000001
2140 NW HEIDI LN,,Current,,2140 NORTHWEST HEIDI LANE ,2140,,NORTHWEST,NW,,,,HEIDI,LANE,LN,,,,,97526,,{B27816D6-2D96-4FAC-AC91-157D581CC92A},,,GPGIS,7/1/2024 18:54:44,2140,NORTHWEST HEIDI LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729113.774299999698997,5230922.950199998915195,-123.330727409999994,42.465213660000003
2136 NW HEIDI LN,,Current,,2136 NORTHWEST HEIDI LANE ,2136,,NORTHWEST,NW,,,,HEIDI,LANE,LN,,,,,97526,,{5ABD36E4-6982-4C5F-9302-70A2B80BDA60},,,GPGIS,7/1/2024 18:54:44,2136,NORTHWEST HEIDI LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729071.248399998992682,5230877.198600001633167,-123.330345390000005,42.464910480000000
1851 NW CANDLER AVE,,Other,,1851 NORTHWEST CANDLER AVENUE ,1851,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{9915FE4C-C366-4FFA-9F38-B3F725BD21E0},,,GPGIS,7/1/2024 18:54:44,1851,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729760.823899999260902,5230162.027599997818470,-123.336539950000002,42.460171010000003
1846 NW CANDLER AVE,,Other,,1846 NORTHWEST CANDLER AVENUE ,1846,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{9E455E54-DFFC-474E-B4AB-DDE54371DDA9},,,GPGIS,7/1/2024 18:54:44,1846,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729909.224500000476837,5230125.613300003111362,-123.337873060000007,42.459929680000002
1835 NW CANDLER AVE,,Other,,1835 NORTHWEST CANDLER AVENUE ,1835,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{93FF56AA-C83E-469F-8B06-534C275E45CB},,,GPGIS,7/1/2024 18:54:44,1835,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729771.143899999558926,5230124.987400002777576,-123.336632660000006,42.459925530000000
1842 NW CANDLER AVE,,Other,,1842 NORTHWEST CANDLER AVENUE ,1842,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{E5A5CB0D-274B-400C-905F-C1C6F9F298E7},,,GPGIS,7/1/2024 18:54:44,1842,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729817.851599998772144,5230115.982100002467632,-123.337052240000006,42.459865850000000
1825 NW CANDLER AVE,,Other,,1825 NORTHWEST CANDLER AVENUE ,1825,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{96E52F02-1B9F-488D-8FF5-7CF92965553C},,,GPGIS,7/1/2024 18:54:44,1825,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729764.079500000923872,5230096.857000000774860,-123.336569200000000,42.459739100000000
1820 NW CANDLER AVE,,Other,,1820 NORTHWEST CANDLER AVENUE ,1820,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{D601E155-7B91-4EF0-AA7A-3A1C76BEBE97},,,GPGIS,7/1/2024 18:54:44,1820,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729839.119899999350309,5230087.143299996852875,-123.337243299999997,42.459674730000003
518 NW VALLEY VIEW DR,,Other,,518 NORTHWEST VALLEY VIEW DRIVE ,518,,NORTHWEST,NW,,,,VALLEY VIEW,DRIVE,DR,,,,,97526,,{17F40F25-AD3A-48F2-9151-59AB9088C55E},,,GPGIS,7/1/2024 18:54:44,518,NORTHWEST VALLEY VIEW DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729880.813400000333786,5230056.467900000512600,-123.337617839999993,42.459471430000001
1808 NW CANDLER AVE,,Other,,1808 NORTHWEST CANDLER AVENUE ,1808,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{8940F35F-35D7-408F-9DB7-CA95A370BAFF},,,GPGIS,7/1/2024 18:54:44,1808,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729819.352499999105930,5230060.464100003242493,-123.337065730000006,42.459497919999997
1809 NW CANDLER AVE,,Other,,1809 NORTHWEST CANDLER AVENUE ,1809,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{B1B2F253-C11E-44EF-8329-706213CE56E9},,,GPGIS,7/1/2024 18:54:44,1809,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729770.076600000262260,5230056.198399998247623,-123.336623070000002,42.459469650000003
1806 NW CANDLER AVE,,Other,,1806 NORTHWEST CANDLER AVENUE ,1806,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{8209A8D2-96B7-4598-AC3B-ECD84C8ED27C},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729821.664900001138449,5230027.752400003373623,-123.337086499999998,42.459281120000000
1805 NW CANDLER AVE,,Other,,1805 NORTHWEST CANDLER AVENUE ,1805,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{C2DA5CC4-CFE1-4BD3-92A4-48066C863F78},,,GPGIS,7/1/2024 18:54:44,1805,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729771.586899999529123,5230019.285499997437000,-123.336636639999995,42.459225009999997
1804 NW CANDLER AVE,,Other,,1804 NORTHWEST CANDLER AVENUE ,1804,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{9B5C7E66-954F-475B-8985-DE3B8F763791},,,GPGIS,7/1/2024 18:54:44,1804,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729824.290599999949336,5229995.053099997341633,-123.337110089999996,42.459064410000003
1803 NW CANDLER AVE,,Other,,1803 NORTHWEST CANDLER AVENUE ,1803,,NORTHWEST,NW,,,,CANDLER,AVENUE,AVE,,,,,97526,,{84195716-1861-4985-93CE-B5F0368F9BC5},,,GPGIS,7/1/2024 18:54:44,1803,NORTHWEST CANDLER AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729773.892599999904633,5229984.449199996888638,-123.336657349999996,42.458994140000001
937 NW DONNA DR,,Other,,937 NORTHWEST DONNA DRIVE ,937,,NORTHWEST,NW,,,,DONNA,DRIVE,DR,,,,,97526,,{B5A1CD34-3D5B-48EE-9499-1EE96EAECCB6},,,GPGIS,7/1/2024 18:54:44,937,NORTHWEST DONNA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729630.251600001007318,5230173.561300002038479,-123.335367000000005,42.460247449999997
1820 NW EUNICE AVE,,Other,,1820 NORTHWEST EUNICE AVENUE ,1820,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{877E8E7B-A3DB-4237-A104-DC2D5E4A175C},,,GPGIS,7/1/2024 18:54:44,1820,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729586.474899999797344,5230171.069200001657009,-123.334973750000003,42.460230930000002
1812 NW EUNICE AVE,,Other,,1812 NORTHWEST EUNICE AVENUE ,1812,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{D247FFF0-E437-41D1-8589-F894C70C894E},,,GPGIS,7/1/2024 18:54:44,1812,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729587.291000001132488,5230135.749600000679493,-123.334981080000006,42.459996859999997
1810 NW EUNICE AVE,,Other,,1810 NORTHWEST EUNICE AVENUE ,1810,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{90A22700-F41F-4187-ACD5-8A76A582AEEC},,,GPGIS,7/1/2024 18:54:44,1810,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729589.993900001049042,5230086.831299997866154,-123.335005359999997,42.459672660000003
1808 NW EUNICE AVE,,Other,,1808 NORTHWEST EUNICE AVENUE ,1808,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{84C0B6DB-F76A-4071-8396-779B6325E9F9},,,GPGIS,7/1/2024 18:54:44,1808,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729589.777400000020862,5230060.720399998128414,-123.335003420000007,42.459499610000002
1806 NW EUNICE AVE,,Other,,1806 NORTHWEST EUNICE AVENUE ,1806,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{535A87A7-528D-41BF-A0C7-5D7D373EA1DF},,,GPGIS,7/1/2024 18:54:44,1806,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729586.492200000211596,5230031.681800000369549,-123.334973910000002,42.459307160000002
1804 NW EUNICE AVE,,Other,,1804 NORTHWEST EUNICE AVENUE ,1804,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{381467A9-D945-41AD-A8DA-B3AED226604D},,,GPGIS,7/1/2024 18:54:44,1804,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729586.460999999195337,5229999.340199999511242,-123.334973629999993,42.459092820000002
1801 NW BURNS AVE,,Other,,1801 NORTHWEST BURNS AVENUE ,1801,,NORTHWEST,NW,,,,BURNS,AVENUE,AVE,,,,,97526,,{2E46733C-7451-4967-A1E3-D932AC495B33},,,GPGIS,7/1/2024 18:54:44,1801,NORTHWEST BURNS AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729645.537900000810623,5229958.792800001800060,-123.335504319999998,42.458824100000001
1800 NW EUNICE AVE,,Other,,1800 NORTHWEST EUNICE AVENUE ,1800,,NORTHWEST,NW,,,,EUNICE,AVENUE,AVE,,,,,97526,,{720F000D-C6C3-4CE5-9C0A-383CE055129B},,,GPGIS,7/1/2024 18:54:44,1800,NORTHWEST EUNICE AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729586.160500001162291,5229960.355200000107288,-123.334970929999997,42.458834449999998
