LICENSENUMBER,ContactName,CompanyName,DBA,NumberOfEmployees,Location,CodeNumber,BusinessType,BUSINESSPHONE,OpenedDate,BLGLOBALENTITYEXTENSIONID,situs_addressline1,situs_addressline2,situs_addressline3,situs_predirection,situs_streettype,situs_postdirection,situs_unitorsuite,situs_city,situs_state,situs_postalcode,mailing_addressline1,mailing_addressline2,mailing_addressline3,mailing_predirection,mailing_streettype,mailing_postdirection,mailing_unitorsuite,mailing_city,mailing_state,mailing_postalcode,ISSUEDDATE,EXPIRATIONDATE
BTAX-041555-08-2025,RICK RIKER,RICK RIKER PLANNING & RESEARCH SERVICES,,1,Inside City Limits,541611,Consulting Service,541-479-7333,6/21/1995 0:00,905F78A6-323F-4205-877E-B07631C7005A,1501,A,,NE,ST,, ,GRANTS PASS,OR,97526,560,F,,NE,ST,,STE A PMB #224,GRANTS PASS,OR,97526,8/26/2025 10:34,8/31/2026 10:34
BTAX-041556-08-2025,LON  MCKELLAR,QUALITY CARS                  ,,5,Inside City Limits,441120,Auto-Used Car Dealer,5414796079,6/15/1995 0:00,C8373E0F-2C2A-4E11-B820-46828F32A11E,1660,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,1660,7TH ,,NE,ST,,,GRANTS PASS,OR,97526,8/26/2025 10:37,8/31/2026 10:37
BTAX-041557-08-2025,ADAM HOWELL,A & S CLEANING LLC,,2,Inside City Limits,561720,Cleaning Service,5412266599,7/17/2018 0:00,3cddae01-ae98-46e4-8a09-50a8b365cba8,,,,,,,,,,,5000,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,8/26/2025 10:40,8/31/2026 10:40
BTAX-041558-08-2025,INC)  SHAREHOLDERS (ESAM,"E S A M, INC                  ",,131,Inside City Limits,811210,Consumer Electronics Repair/Maint,5414769162,1/1/1984 0:00,EF8C8D0A-9DA1-42CB-A373-7CFCF81DEEEB,2100,SPALDING,,NE,AVE,, ,GRANTS PASS,OR,97526,2100,SPALDING,,NE,AVE,,,GRANTS PASS,OR,97526,8/26/2025 10:44,8/31/2026 10:44
BTAX-041559-08-2025,SHERI  MURPHY,MURF'S MARVELOUS PANCAKES,,2,Inside City Limits,722511,Restaurant,5416604261,11/25/2013 0:00,F997505D-9DD7-4483-B97C-B8F078895BC5,1863,WASHINGTON,,,BLVD,, ,GRANTS PASS,OR,97526,1086,IRONWOOD,, ,DR,, ,GRANTS PASS,OR,97526,8/26/2025 10:47,8/31/2026 10:47
BTAX-041560-08-2025,,DOUBLE R PRODUCTS             ,,14,Inside City Limits,238190,Contractor-General/Building Exterior,5414761387,1/1/1997 0:00,C2C749BA-7C55-4F46-9F9B-0D41E6C0326F,901,E,,NW,ST,, ,GRANTS PASS,OR,97526,901,E,,NW,ST,,,GRANTS PASS,OR,97526,8/26/2025 10:54,8/31/2026 10:54
BTAX-041562-08-2025,LAWTON LESUEUR,MIDLAND EMPIRE INSURANCE AGENCY INC,,6,Inside City Limits,524210,Insurance Agency & Brokerages,5414767715,2/15/2017 0:00,ac2d4088-aa90-464a-bfa5-9ba0b56ff2ae,814,4TH,,SW,ST,, ,GRANTS PASS,OR,97526,814,4TH,,SW,ST,,,GRANTS PASS,OR,97526,8/26/2025 11:26,8/31/2026 11:26
BTAX-041564-08-2025,JOHN DUNCAN SHIRLEY SAMMIS,ROGUE VALLEY DOOR INC         ,,299,Inside City Limits,321999,Manufacturing-Wood Products,5414795354,5/1/1986 0:00,41E22BEB-A394-4BD8-9691-36EB0A964646,123,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,PO BOX 2710,,,,,,,GRANTS PASS,OR,97528,8/26/2025 11:47,8/31/2026 11:47
BTAX-041566-08-2025,,OPTIONS FOR SOUTHERN OREGON,,528,Inside City Limits,621112,Medical-Mental Health Specialist,5414762373,7/1/1994 0:00,5C364A65-860C-4A51-96D0-FFB328D942AF,1215,G,,SW,ST,, ,GRANTS PASS,OR,97526,1215,G,,SW,ST,,,GRANTS PASS,OR,97526,8/26/2025 12:00,8/31/2026 12:00
BTAX-041572-08-2025,RON  BERKO,RON'S MECHANICAL SERVICES     ,,2,Inside City Limits,811111,Auto-General Repair,5419515538,8/1/2008 0:00,8837FC79-ABB4-47E9-841C-BEF8918EF77F,116,WILMAR,, ,AVE,, ,GRANTS PASS,OR,97527,116,WILMAR,,,AVE,,,GRANTS PASS,OR,97527,8/26/2025 14:14,8/31/2026 14:14
BTAX-041573-08-2025,ANDREW LODON EERO PIKAT,COMMODITY TRENDS,,6,Inside City Limits,561499,Business Support Services-Misc,3125548122,1/1/1994 0:00,E09F8B3D-DED1-48E1-936F-11562043ED78,560,F,,NE,ST,,SUITE A #429,GRANTS PASS,OR,97526,560,F,,NE,ST,,SUITE A #429,GRANTS PASS,OR,97526,8/27/2025 11:42,8/31/2026 11:42
BTAX-041575-08-2025,ZHOU SHITING,HUNAN GARDENS                  ,,4,Inside City Limits,722511,Restaurant,5414747333,11/1/1996 0:00,EE89A196-1DBE-49A4-8765-5B670801A288,929,D,,NE,ST,,,GRANTS PASS,OR,97526,929,D,,NE,ST,,,GRANTS PASS,OR,97526,8/27/2025 12:17,8/31/2026 12:17
BTAX-041576-08-2025,ANNA & BOB  MINTER,ANNA'S PARTY WORKS            ,,2,Inside City Limits,541990,Professional-Misc,5416605962,8/1/1997 0:00,21B6FD97-D574-4584-A5BA-0A30A1847931,,,,,,,,,,,580,HIDDEN VALLE,,,RD,,,GRANTS PASS,OR,97527,8/27/2025 12:19,8/31/2026 12:19
BTAX-041578-08-2025,WENDY HAWKINS,HAWKS INN               ,,1,Inside City Limits,531110,Rental Units/Landlord,5037847357,1/4/2008 0:00,32D63178-B165-4DD2-A96E-0032AA4983C7,1464,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,2536,STRINGER GAP,,,RD,,,GRANTS PASS,OR,97527,8/28/2025 14:49,8/31/2026 14:49
BTAX-041579-08-2025,WILLIAM  WARNER,WILLIAM R WARNER RESIDENTIAL RENTALS,,2,Inside City Limits,531110,Rental Units/Landlord,5414766595,7/1/1989 0:00,648D1FDC-D3C3-46AE-B790-075430A6C070,716,FRY,,NW,ST,, ,GRANTS PASS,OR,97526,716,FRY,,NW,ST,,,GRANTS PASS,OR,97526,8/28/2025 14:53,8/31/2026 14:53
BTAX-041580-08-2025,THEODORE  CONWAY,TC'S AUTO & TRANSMISSION      ,,2,Inside City Limits,811114,Auto-Transmission Repair,5414414132,10/2/2008 0:00,FB0EF898-5DBF-4F49-9DCC-B8AF5219EA47,1718,DOWELL,,,RD,,,GRANTS PASS,OR,97527,1718,DOWELL,,,RD,,,GRANTS PASS,OR,97527,8/28/2025 15:09,8/31/2026 15:09
BTAX-041584-08-2025,LISA SLOVER,ABOVE THE REST CLEANING,,1,Inside City Limits,561720,Cleaning Service,5416593873,7/21/2020 0:00,0315edb5-0660-4914-a84c-eef69977fb2b,,,,,,,,,,,2008,OTIS,,SW,LN,,,GRANTS PASS,OR,97527,8/28/2025 16:12,8/31/2026 16:12
BTAX-041589-08-2025,KATHLEEN & RONALD  GILLASPIE,ROGUE BARBERS LLC             ,,5,Inside City Limits,812111,Barber Shop,5412267740,10/1/2015 0:00,3F901A30-4447-4A74-A096-A4690FE70185,740,6TH,,NW,ST,,,GRANTS PASS,OR,97526,1236,IRONWOOD ,,SW,DR,,,GRANTS PASS,OR,97526,8/28/2025 16:27,8/31/2026 16:27
BTAX-041592-08-2025,RICK & VALERIE  FINWALL,AUTOPRO AUTOMOTIVE INC        ,,2,Inside City Limits,811111,Auto-General Repair,5414743323,6/2/2008 0:00,5774DE4F-270A-4CD6-8DAF-77CEF75131EE,1670,REDWOOD,,,Ave,,,GRANTS PASS,OR,97527,1670,A REDWOOD,,,AVE,,SUITE A,GRANTS PASS,OR,97527,8/29/2025 16:22,8/31/2026 16:22
BTAX-041593-08-2025,CANDICE AMENS,SOROPTIMIST INTERNATIONAL OF RIVER VALLEY,,0,Outside City Limits,813410,Organization-Civic/Social,5412189974,7/24/2002 0:00,896f0b37-373e-46f2-8ade-0d2fdebaa68f,,,,,,,,,,,PO BOX 875,,,,,,,GRANTS PASS,OR,97528,8/29/2025 16:36,8/31/2026 16:36
BTAX-041595-09-2025,DAN & PATRICIA  KIRKMAN,BASKIN ROBBINS STORE #4303    ,,12,Inside City Limits,722511,Restaurant,5414741546,9/6/1991 0:00,CC652D9E-6200-46CA-A888-533B7142A26C,300,UNION,,,AVE,,SUITE A,GRANTS PASS,OR,97527,4195,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,9/2/2025 11:43,9/30/2026 11:43
BTAX-041597-09-2025,,EL CHARRO VIEJO               ,,20,Inside City Limits,722511,Restaurant,5419555929,7/15/2013 0:00,42DBB5B7-BFE7-444D-8CBD-C52A332FBD7A,1610,ALLEN CREEK,,SW,RD,,SUITE 103,GRANTS PASS,OR,97527,1610,ALLEN CREEK,,SW,RD,,SUITE 103,GRANTS PASS,OR,97527,9/2/2025 12:06,8/31/2026 12:06
BTAX-041598-09-2025,JEFF & KAREN  MCGOWAN,H ST ANTIQUES & INTERIORS    ,,2,Inside City Limits,459510,Retail-Thrift Store,5419561200,6/20/2005 0:00,EE9F1B7E-DF79-4746-8EF6-FF0DC2F4B96A,138,H,,SE,ST,, ,GRANTS PASS,OR,97526,138,H,,SE,ST,, ,GRANTS PASS,OR,97526,9/2/2025 12:09,9/30/2026 12:09
BTAX-041599-09-2025,ANTONIO & LIANA  PEIRONI,RIVER VALLEY ADULT CARE HOME LLC,,1,Inside City Limits,623312,Medical-Assisted Living Facility/Elderly,5415822724,12/1/2005 0:00,252D068E-C796-45E9-A1FA-49EC0C05DA99,627,HARBECK,,W,RD,, ,GRANTS PASS,OR,97527,627,HARBECK,,W,RD,,,GRANTS PASS,OR,97527,9/2/2025 12:10,9/30/2026 12:10
BTAX-041600-09-2025,DAVID  WILLIAMS,ROGUE VALLEY HEATING & AIR CONDITIONING,,41,Outside City Limits,238220,Contractor-HVAC Services,5414763211,8/18/2004 0:00,89E61FD9-3200-4364-88D2-F880A837CF4B,2820,FOOTHILL,,,BLVD,,,GRANTS PASS,OR,97526,2820,FOOTHILL ,,,BLVD,,,GRANTS PASS,OR,97526,9/3/2025 15:58,9/30/2026 15:58
BTAX-041602-09-2025,JORGE AGUILAR,LOS TAQUITOS,,14,Inside City Limits,722511,Restaurant,4582129931,8/20/2018 0:00,5d1ccc07-7308-43d1-9269-f06f7875ab28,304,AGNESS,,NE,AVE,,SUITE C,GRANTS PASS,OR,97526,304,AGNESS,,NE,AVE,,SUITE C,GRANTS PASS,OR,97526,9/2/2025 14:06,9/30/2026 14:06
BTAX-041603-09-2025,JOCELYN  SCHMIDT,JOCELYN'S MAGIC TOUCH MASSAGE ,,1,Inside City Limits,621399,Medical-Massage Therapy,5414412652,9/1/2006 0:00,A7737AF1-B352-4BB6-9699-BE9DD8E3FF0E,,,,,,,,,,,1107,PINNON,,N,RD,,,GRANTS PASS,OR,97526,9/2/2025 14:54,9/30/2026 14:54
BTAX-041604-09-2025,ROBERT & ELIZABETH  CONNER,BOB'S BUFF AND SHINE          ,,2,Inside City Limits,811121,"Auto-Body, Paint & Interior",5414768166,10/1/1984 0:00,CEA78494-5FDD-4297-A39A-F27D4495919F,625,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,625,7TH,,NE,ST,,,GRANTS PASS,OR,97526,9/2/2025 15:10,8/31/2026 15:10
BTAX-041607-09-2025,,REC ELECTRIC LLC DBA ER ELECTRIC SERVICES,,18,Inside City Limits,238210,Contractor-Electrical,5414761158,3/8/2013 0:00,7B2BE5F5-24FB-4B99-9202-CC14A57FF2CE,,,,,,,,,,,225,HILLCREST,,NE,DR,,SUITE 1,GRANTS PASS,OR,97526,9/2/2025 15:24,8/31/2026 15:24
BTAX-041608-09-2025,VICKI  LAMAR,VICKI'S CLEANING SERVICES     ,,1,Inside City Limits,561720,Cleaning Service,5416605501,7/1/1997 0:00,F335F273-59AB-494B-9B31-146DC41F3334,1404,ROGUE RIVER,,SW,AVE,,,GRANTS PASS,OR,97526,1404,ROGUE RIVER,,SW,AVE,,,GRANTS PASS,OR,97526,9/2/2025 15:58,9/30/2026 15:58
BTAX-041610-09-2025,NOEL SHECKELLS,"5-STAR HOME BUILDERS, LLC DBA SHECKELS CONSTRUCTION",,2,Inside City Limits,238110,Contractor-Concrete/Found/Structural,5417785408,8/1/2018 0:00,336629f0-38b8-4db1-a549-2873a0897700,,,,,,,,,,,915,ROSE,,SE,PL,,,GRANTS PASS,OR,97526,9/2/2025 16:23,9/30/2026 16:23
BTAX-041612-09-2025,LEAH  KEENEY,LEAH K'S SPECIALTY DETAILING  ,,1,Inside City Limits,811192,Car Wash & Detailing,5414762332,7/1/2003 0:00,E9D1E9CD-A789-4C5F-9848-AFF79B507C18,1271,TOBIN,,SE,CT,, ,GRANTS PASS,OR,97527,1271,TOBIN,,SE,CT,,,GRANTS PASS,OR,97527,9/3/2025 10:09,8/31/2026 10:09
BTAX-041613-09-2025,CHRIS & STEFANI  BARNETT,REALTY EXECUTIVES SOUTHERN OREGON,,2,Inside City Limits,531210,Real Estate Agents/Brokers,5416605195,12/1/2007 0:00,6C6042EE-291D-4B6B-A3CC-F89A3E812B11,856,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,856,7TH,,NE,ST,,,GRANTS PASS,OR,97526,9/3/2025 10:13,8/31/2026 10:13
BTAX-041614-09-2025,BOBBIE  SABINE,SHADEZ          ,,3,Inside City Limits,812112,Beauty Salon,5414741144,11/27/1989 0:00,1427990A-6A34-42D6-BB0C-AC779FD9F566,240,H,,SW,ST,, ,GRANTS PASS,OR,97526,240,H,,SW,ST,,,GRANTS PASS,OR,97526,9/3/2025 10:15,8/31/2026 10:15
BTAX-041616-09-2025,CHRIS & HANNAH LEENKNECHT,STEPPING STONES PRESCHOOL & CHILDCARE,,6,Inside City Limits,624410,Child Day Care,,8/23/2021 0:00,cf941f4b-afca-4754-8efa-c55db37bdbc9,1626,DOWELL,, ,RD,, ,GRANTS PASS,OR,97527,1626,DOWELL,,,RD,,,GRANTS PASS,OR,97527,9/3/2025 10:30,8/31/2026 10:30
BTAX-041619-09-2025,DONNA & BEN  HILL,CREATIVE COMFY'S LLC          ,,2,Inside City Limits,541990,Professional-Misc,5417613700,1/20/2009 0:00,D61D1B6A-0E26-446E-9FF7-656F8EEE0F26,1215,A,,NE,ST,, ,GRANTS PASS,OR,97526,1630,WILLIAMS,,,HWY,,#95,GRANTS PASS,OR,97527,9/3/2025 10:49,9/30/2026 10:49
BTAX-041622-09-2025,JAYME  BAKER,VALLEY FLEET MAINTENANCE      ,,1,Outside City Limits,811111,Auto-General Repair,5414769536,1/1/1995 0:00,CD65012A-523D-4A2D-87B5-439EFF098060,,,,,,,,,,,9115,LOWER RIVER,,,RD,,,GRANTS PASS,OR,97526,9/3/2025 11:23,8/31/2026 11:23
BTAX-041626-09-2025,"TOM HART JR, TOM HART SR & CHERLE & RON HIX",HART JEWELERS                 ,,6,Inside City Limits,458310,Retail-Jewelry Store,5414765543,6/25/2001 0:00,F7750D7D-9C9B-41BB-9D23-A329070ACDE7,235,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,235,6TH,,SE,ST,,,GRANTS PASS,OR,97526,9/3/2025 11:44,8/31/2026 11:44
BTAX-041627-09-2025,MATTHEW  O'DEAY,A RIGHT NOW JEWELRY & REPAIR  ,,1,Inside City Limits,458310,Retail-Jewelry Store,5414796819,9/13/2003 0:00,56619E18-82D2-4EF9-9130-1DB1CD8ADBFA,629,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,629,6TH,,NE,ST,,,GRANTS PASS,OR,97526,9/3/2025 11:54,9/30/2026 11:54
BTAX-041629-09-2025,GUIFEN YIN,99 ASIAN MASSAGE,,4,Inside City Limits,621399,Medical-Massage Therapy,5416595412,8/28/2018 0:00,382e61ea-6ed5-4709-882b-e6d865724c63,1100,7th,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,1100,7TH,,NE,ST,,SUITE A,GRANTS PASS,OR,97526,9/3/2025 14:50,9/30/2026 14:50
BTAX-041630-09-2025,WARREN & TUYET  ROUSSEAU,OLD TIME WATCH & CLOCK SHOP   ,,1,Inside City Limits,458310,Retail-Jewelry Store,5414798084,5/1/1985 0:00,3F2E199B-49D1-4C28-8163-E044FA8087FD,629,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,629,6TH,,NE,ST,,,GRANTS PASS,OR,97526,9/3/2025 16:15,9/30/2026 16:15
BTAX-041631-09-2025,PAUL V  HENDERSHOTT,HENDERSHOTT SCHOOL OF GUITAR  ,,2,Inside City Limits,611699,Education-Misc Schools & Institutions,5414760631,11/3/1993 0:00,E1EBB1A6-F0F4-4346-AECD-FE27029A1C98,126,H,,SW,ST,,,GRANTS PASS,OR,97526,126,H,,SW,ST,,,GRANTS PASS,OR,97526,9/4/2025 12:21,9/30/2026 12:21
BTAX-041635-09-2025,DUANE  GEURIN,SPRINKLER PROS INC            ,,3,Outside City Limits,541320,Landscaping Services,5412189400,11/24/2003 0:00,CC1FEF0E-EDF3-4A99-BBC4-BB8FACAFB669,512,PYLE,,,DR,,,GRANTS PASS,OR,97527,1630,WILLIAMS ,,,HWY,,PMB #269,GRANTS PASS,OR,97527,9/4/2025 14:21,8/31/2026 14:21
BTAX-041637-09-2025,AMY  HARBOLDT,ON CAMPUS KIDS ,ON CAMPUS KIDS @ RIVERSIDE,2,Inside City Limits,624410,Child Day Care,5415312406,8/9/2021 0:00,8ce568b1-c462-4f03-b3a9-5e8711b579e4,1200,HARVEY,,SE,DR,,,GRANTS PASS ,OR,97526,7624,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,9/4/2025 16:18,8/31/2026 16:18
BTAX-041638-09-2025,,ROGUE RIVER HEALTHCARE LLC,RIVERSIDE HOME HEALTH CARE,94,Inside City Limits,621610,Medical-Home Health Care Services,5414761583,10/28/1998 0:00,8B924408-6D38-468B-92DD-A86A28BDEA59,402,G,,SE,ST,,,GRANTS PASS,OR,97526,402,G,,SE,ST,,,GRANTS PASS,OR,97526,9/5/2025 9:08,9/30/2026 9:08
BTAX-041640-09-2025,"MICHAEL, DAVID & ALAN ANDERSON",MADHOUSE DESIGN LLC           ,,3,Inside City Limits,459110,Retail-Misc Direct Selling Establishment,5416609887,12/10/2012 0:00,0814EEC3-0706-441F-B9FE-9FFBF1078B55,2143,SPALDING,,NE,AVE,, ,GRANTS PASS,OR,97526,2143,SPALDING ,,NE,AVE,,,GRANTS PASS,OR,97526,9/5/2025 10:08,9/30/2026 10:08
BTAX-041641-09-2025,MICHAEL & DAVID  ANDERSON,OREGON SWISS PRECISION INC    ,,38,Inside City Limits,811310,Machinery/Equipment Maint,5414761150,10/1/1991 0:00,B06E65CA-AD38-495F-BE8A-7205DD6F4342,2143,SPALDING,,NE,AVE,, ,GRANTS PASS,OR,97526,2143,SPALDING ,,NE,AVE,,,GRANTS PASS,OR,97526,9/5/2025 10:12,9/30/2026 10:12
BTAX-041642-09-2025,,CASABLANCA GRILL INC,,15,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,5414792503,2/7/2007 0:00,8AA5D404-677D-4C31-9678-AA1A5046FB0B,686,UNION,, ,AVE,, ,GRANTS PASS,OR,97527,686,UNIO,,,AVE,,,GRANTS PASS,OR,97527,9/5/2025 10:14,8/31/2026 10:14
BTAX-041643-09-2025,AMY HARBOLDT,ON CAMPUS KIDS,ON CAMPUS KIDS @ ALLENDALE ELEMENTARY,2,Inside City Limits,624410,Child Day Care,5415312406,8/9/2021 0:00,9390b555-01e8-42e5-bb29-adcef4d6f5d6,2320,WILLIAMS ,,,HWY,,,GRANTS PASS,OR,97527,7624,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,9/5/2025 10:17,8/31/2026 10:17
BTAX-041644-09-2025,,CAUBLE FURR & BEGUIN LLP,,11,Inside City Limits,541110,Lawyer,5414768825,1/1/2005 0:00,11FAE82A-DBF0-41C8-BB98-DA45C1637564,111,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,PO BOX 398,,,,,,,GRANTS PASS,OR,97528,9/5/2025 10:22,8/31/2026 10:22
BTAX-041645-09-2025,JENNIE MY LE,ARIA NAILS,,3,Inside City Limits,812113,Nail Salon,5414794849,2/21/2018 0:00,18b71147-682a-44bc-a89e-4c9fe0df9d38,304,AGNESS,,NE,AVE,,SUITE B,GRANTS PASS,OR,97526,1860,FAIRVIEW,,NE,AVE,,,GRANTS PASS,OR,97526,9/5/2025 10:26,8/31/2026 10:26
BTAX-041647-09-2025,CHRISTINE  CRAWFORD,PRECISION PRINTING            ,,1,Inside City Limits,323111,Printing-Commercial,5414743880,4/1/1990 0:00,178E7AE1-B3FB-4BDB-9181-F851BCF8D2B3,1606,DOWELL,, ,Rd,, ,GRANTS PASS,OR,97527,1606,DOWELL,,,RD,,,GRANTS PASS,OR,97527,9/5/2025 10:33,8/31/2026 10:33
BTAX-041650-09-2025,TERESA COOK,COWBOY CORRAL,,1,Inside City Limits,458310,Retail-Clothing & Accessories,5414768886,12/4/2003 0:00,96FE24AB-345C-46A6-899D-FB8108207BAD,421,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,421,6TH,,SE,ST,,,GRANTS PASS,OR,97526,9/5/2025 11:20,9/30/2026 11:20
BTAX-041651-09-2025,MEL  ATKINS,MEL ATKINS RENTALS       ,,1,Inside City Limits,531110,Rental Units/Landlord,5416595577,10/13/2005 0:00,16FB20C3-E57F-425F-82B5-EEF9947EA342,,,,,,,,,,,757,KINNEY ,,NW,ST,,,GRANTS PASS,OR,97526,9/5/2025 11:49,9/30/2026 11:49
BTAX-041654-09-2025,,JAVELONA CORPORATION          ,OLD TOWN MAIL HOUSE ,5,Inside City Limits,561431,Mail Center-Private,5414798489,1/1/2014 0:00,2BF11AE3-04C7-4F82-B0B6-15C04E42AE49,106,F,,NW,ST,,,GRANTS PASS,OR,97526,106,F,,NW,ST,,,GRANTS PASS,OR,97526,9/5/2025 12:16,9/30/2026 12:16
BTAX-041656-09-2025,MARCIA NUNN,A-1 MINI STORAGE PROPERTIES LLC,,7,Inside City Limits,493110,Storage & General Warehousing,5414761525,9/13/2019 0:00,79f872f5-7c8f-44b2-8b0a-37f0b9c79797,1935,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,1151,WILLOW,,,LN,,,GRANTS PASS,OR,97527,9/5/2025 12:42,9/30/2026 12:42
BTAX-041657-09-2025,MARCIA NUNN,NUNN PROPERTIES LLC,,9,Inside City Limits,531311,Property Management,5414761525,9/13/2019 0:00,3ec59ac2-7be5-4c8e-a79d-b3fd9b45155c,1151,WILLOW,,,LN,,,GRANTS PASS,OR,97527,1151,WILLOW,,,LN,,,GRANTS PASS,OR,97527,9/5/2025 12:48,9/30/2026 12:48
BTAX-041658-09-2025,PAUL  GAREAU,PAUL GAREAU CONSTRUCTION      ,,1,Outside City Limits,238190,Contractor-General/Building Exterior,5416591052,10/13/2005 0:00,4771D87B-02AB-4ED2-B3A1-6BF087DF6618,,,,,,,,,,,420,IRENA,,,RD,,,GRANTS PASS,OR,97526,9/16/2025 16:43,8/31/2026 16:43
BTAX-041659-09-2025,,KINDY'S ELECTRIC              ,,3,Outside City Limits,238210,Contractor-Electrical,5414761793,7/1/2005 0:00,4937FA0E-06C9-449D-BC16-BA347038D6D6,,,,,,,,,,,735,HIXSON,,,DR,,,GRANTS PASS,OR,97526,9/5/2025 14:22,9/30/2026 14:22
BTAX-041660-09-2025,MARK  SWANBURG,SWANBURG STAIRS               ,,1,Inside City Limits,238190,Contractor-General/Building Exterior,5414717017,11/24/1992 0:00,E9D0FFAA-14E8-4115-A200-4141E4D1E522,355,SCENIC,,NE,DR,, ,GRANTS PASS,OR,97526,355,SCENIC,,NE,DR,,,GRANTS PASS,OR,97526,9/5/2025 15:16,9/30/2026 15:16
BTAX-041661-09-2025,KAREN SUGGS,"ESSENTIAL WELLNESS BODYWORK & MASSAGE, LLC",,7,Inside City Limits,621399,Medical-Massage Therapy,5412957148,1/16/2016 0:00,0f6d6707-74bc-49c9-80db-2d9f2b7476ce,301,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,PO BOX 1276,,,,,,,GRANTS PASS,OR,97528,9/5/2025 15:23,9/30/2026 15:23
BTAX-041662-09-2025,,THE LAUGHING CLAM LLC        ,,14,Inside City Limits,722511,Restaurant,5414791110,5/1/1996 0:00,AEFB03F4-E59C-4437-8A0C-D2623D106823,121,G,,SW,ST,, ,GRANTS PASS,OR,97526,121,G,,SW,ST,,,GRANTS PASS,OR,97526,9/5/2025 15:25,9/30/2026 15:25
BTAX-041663-09-2025,WAYNE OWEN JIM D'ANGELO,OWEN-DANGELO PROPERTY RENTALS ,,2,Inside City Limits,531110,Rental Units/Landlord,5414799794,7/1/1988 0:00,7A6CA521-B074-4EC8-AA9A-B1FD4CC31935,261,CRYSTAL,, ,DR,, ,GRANTS PASS,OR,97527,261,CRYSTAL,,,DR,,,GRANTS PASS,OR,97527,9/5/2025 15:35,9/30/2026 15:35
BTAX-041664-09-2025,HENRY  GUERRERO,HENRY GUERRERO DENTAL LAB     ,,1,Inside City Limits,541380,Laboratory,5416604541,7/1/2001 0:00,FC401A4F-348E-42B8-84E2-A6615F35FFEB,1317,10TH,,NE,ST,, ,GRANTS PASS,OR,97526,1317,10TH ,,NE,ST,,,GRANTS PASS,OR,97526,9/5/2025 15:43,9/30/2026 15:43
BTAX-041666-09-2025,JAMES D & KRISTINE  DIMMICK,ADVANTAGE RESTAURANT REPAIR   ,,4,Inside City Limits,238190,Contractor-General/Building Exterior,5414764646,10/1/1993 0:00,1C200C61-E798-4DA0-B8BF-3DB4901D81A0,,,,,,,,,,,217,MOUNTAIN PINE,,,DR,,,GRANTS PASS,OR,97526,9/5/2025 15:49,8/31/2026 15:49
BTAX-041667-09-2025,PATRICIA  WEAVER,PROBST FLOWER SHOP #2         ,,2,Outside City Limits,459310,Florist,5414714375,2/1/1992 0:00,368DBC38-D637-408C-942B-2D76D6D012A1,,,,,,,,,,,1626,WILLIAMS,,,HWY,,,GRANTS PASS,OR,97526,9/5/2025 15:58,9/30/2026 15:58
BTAX-041668-09-2025,,AMERICAN WAY OF LIFE LLC      ,PEOPLES CHOICE DISTRIBUTING CO,1,Inside City Limits,425120,Wholesale Agent,5414766175,10/11/2010 0:00,F3E337D3-F246-4793-88BB-09638C8B8E2E,2001,FOOTHILL,, ,BLVD,, ,GRANTS PASS,OR,97526,106 NW F ST #354,,,,,,,GRANTS PASS,OR,97526,9/5/2025 16:06,9/30/2026 16:06
BTAX-041669-09-2025,MYLES & JANEL  WHITTINGTON,ACTION DOOR LLC,,2,Inside City Limits,339999,Manufacturing-Misc Manufacturing,5414729118,12/1/2015 0:00,2AC298C5-025B-4BC0-9D63-F4BCD731E033,850,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,1655,GAFFNEY ,,,WAY,,,GRANTS PASS,OR,97527,9/5/2025 16:11,8/31/2026 16:11
BTAX-041671-09-2025,FOREST SEXTON,SPECTRUM PROSTHETIC & ORTHOTICS LLC,,15,Inside City Limits,621111,Medical-Physician,5419559678,5/19/1995 0:00,1575BDF7-E107-49DF-824F-41DE9B113B62,300,UNION,,,AVE,,SUITE C,GRANTS PASS,OR,97527,300,UNION,,,AVE,,SUITE C,GRANTS PASS,OR,97527,9/5/2025 16:27,8/31/2026 16:27
